"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014933","2019-12-16","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","   30",",,W","  -32",",,W","  -88",",,W",,,,,"   21",",,W",,,,,,,,,,,"  -67","H,,S",,,,,"  320",",,W","  330",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-17","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0","T,,W","   28",",,W","  -77",",,W",,,,,"   43",",,W",,,,,,,,,,,"  -46","H,,S",,,,,"  360",",,W","  340",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-18","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0","T,,W","    0",",,W"," -121",",,W",,,,,"   39",",,W",,,,,,,,,,,"  -61","H,,S",,,,,"  160",",,W","  120",",,W",,,,,,,,,"   72",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-19","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   94",",,W","  -60",",,W",,,,,"   37",",,W",,,,,,,,,,,"  -10","H,,S",,,,,"  190",",,W","  130",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-20","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   83",",,W","  -21",",,W",,,,,"   46",",,W",,,,,,,,,,,"   33","H,,S",,,,,"  180",",,W","  180",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-21","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  111",",,W","  -49",",,W",,,,,"   32",",,W",,,,,,,,,,,"   12","H,,S",,,,,"  220",",,W","  200",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-22","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","  -10",",,W",,,,,"   50",",,W",,,,,,,,,,,"   42","H,,S",,,,,"  200",",,W","  210",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-23","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  117",",,W","   -5",",,W",,,,,"   26",",,W",,,,,,,,,,,"   50","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-24","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","   17",",,W",,,,,"   38",",,W",,,,,,,,,,,"   59","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-25","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   17",",,W",,,,,"   44",",,W",,,,,,,,,,,"   91","H,,S",,,,,"  170",",,W","  210",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-26","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   33",",,W","   -5",",,W",,,,,"   50",",,W",,,,,,,,,,,"   28","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-27","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   61",",,W","  -43",",,W",,,,,"   26",",,W",,,,,,,,,,,"    3","H,,S",,,,,"  290",",,W","  100",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-28","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  213",",,W,2400","    0",",,W","    0",",,W","  106",",,W","   17",",,W",,,,,"   43",",,W",,,,,,,,,,,"   32","H,,S",,,,,"  250",",,W","  100",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-29","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    3",",,W","    0",",,W","  111",",,W","  -21",",,W",,,,,"   70",",,W",,,,,,,,,,,"   68","H,,S",,,,,"  210",",,W","  230",",,W",,,,,,,,,"  130",",,W","  183",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-30","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    5",",,W","    0","T,,W","  -21",",,W","  -43",",,W",,,,,"   89",",,W",,,,,,,,,,,"  -28","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"  130",",,W","  170",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-12-31","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","    0","T,,W","   17",",,W","  -55",",,W",,,,,"   63",",,W",,,,,,,,,,,"  -17","H,,S",,,,,"  300",",,W","  290",",,W",,,,,,,,,"  130",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-01","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   94",",,W","  -60",",,W",,,,,"   55",",,W",,,,,,,,,,,,,,,,,"  190",",,W","  190",",,W",,,,,,,,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-02","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   89",",,W","   -5",",,W",,,,,"   39",",,W",,,,,,,,,,,"   43","H,,S",,,,,"  320",",,W","  340",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-03","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    3",",,W","    0",",,W","   33",",,W","  -10",",,W",,,,,"   38",",,W",,,,,,,,,,,"    7","H,,S",,,,,"  290",",,W","  270",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-04","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    5",",,W","    0","T,,W","    6",",,W","  -49",",,W",,,,,"   49",",,W",,,,,,,,,,,"  -21","H,,S",,,,,"  320",",,W","  310",",,W",,,,,,,,,"  103",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-05","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   72",",,W","  -21",",,W",,,,,"   79",",,W",,,,,,,,,,,"   24","H,,S",,,,,"  310",",,W","  290",",,W",,,,,,,,,"  148",",,W","  201",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-06","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","    0",",,W","   67",",,W","  -55",",,W",,,,,"   24",",,W",,,,,,,,,,,"   -2","H,,S",,,,,"  250",",,W","  240",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-07","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   67",",,W","  -43",",,W",,,,,"   47",",,W",,,,,,,,,,,"    6","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-08","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  -16",",,W","  -99",",,W",,,,,"   53",",,W",,,,,,,,,,,"  -49","H,,S",,,,,"  120",",,W","   90",",,W",,,,,,,,,"   94",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-09","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  150",",,W","  -16",",,W",,,,,"   72",",,W",,,,,,,,,,,"   45","H,,S",,,,,"  220",",,W","  200",",,W",,,,,,,,,"  161",",,W","  224",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-10","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   81",",,W,2400","  102",",,W","    0",",,W","   -5",",,W","  -82",",,W",,,,,"   62",",,W",,,,,,,,,,,"  -17","H,,S",,,,,"  360",",,W","  360",",,W",,,,,,,,,"  107",",,W","  174",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-11","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  100",",,W","  -66",",,W"," -116",",,W",,,,,"   52",",,W",,,,,,,,,,,"  -90","H,,S",,,,,"  350",",,W","  340",",,W",,,,,,,,,"  112",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-12","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   20",",,W,2400","   36",",,W","   80",",,W","  -27",",,W","  -88",",,W",,,,,"   30",",,W",,,,,,,,,,,"  -68","H,,S",,,,,"  100",",,W","  110",",,W",,,,,,,,,"   72",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-13","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    0",",,W","  100",",,W","    6",",,W","  -27",",,W",,,,,"   43",",,W",,,,,,,,,,,"  -26","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-14","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    0",",,W","  100",",,W","   17",",,W","  -60",",,W",,,,,"   41",",,W",,,,,,,,,,,"   -6","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,"   98",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-15","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","   50",",,W","  -27",",,W"," -149",",,W",,,,,"   55",",,W",,,,,,,,,,,"  -43","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,,,"  130",",,W","  170",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-16","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   50",",,W"," -116",",,W"," -193",",,W",,,,,"   36",",,W",,,,,,,,,,," -148","H,,S",,,,,"  340",",,W","  340",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-17","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  155",",,W,2400","  145",",,W","   50",",,W","  -10",",,W"," -132",",,W",,,,,"   55",",,W",,,,,,,,,,," -101","H,,S",,,,,"  130",",,W","  140",",,W",,,,,,,,,"  107",",,W","  161",",,W",,,,,"    1",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-18","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    8",",,W,2400","    8",",,W","  180",",,W","    0",",,W"," -177",",,W",,,,,"  106",",,W",,,,,,,,,,,"  -63","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"  183",",,W","  237",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-19","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W"," -149",",,W"," -193",",,W",,,,,"   70",",,W",,,,,,,,,,," -172","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-20","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    5",",,W","  180",",,W"," -110",",,W"," -193",",,W",,,,,"   26",",,W",,,,,,,,,,," -158","H,,S",,,,,"  320",",,W","  300",",,W",,,,,,,,,"   63",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-21","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W","  -38",",,W"," -199",",,W",,,,,"   47",",,W",,,,,,,,,,," -149","H,,S",,,,,"  170",",,W","  190",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-22","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   69",",,W,2400","   48",",,W","  180",",,W","    6",",,W","  -38",",,W",,,,,"   56",",,W",,,,,,,,,,,"  -23","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,,,"   89",",,W","  121",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-23","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    3",",,W","  200",",,W","   17",",,W","    0",",,W",,,,,"   30",",,W",,,,,,,,,,,"    2","H,,S",,,,,"   20",",,W","   10",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-24","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   48",",,W,2400","   56",",,W","  200",",,W","    0",",,W","  -21",",,W",,,,,"   57",",,W",,,,,,,,,,,"   -4","H,,S",,,,,"  300",",,W","  350",",,W",,,,,,,,,"   81",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-25","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  250",",,W","    0",",,W","  -77",",,W",,,,,"   46",",,W",,,,,,,,,,,"  -13","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-26","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","  230",",,W","   -5",",,W","  -49",",,W",,,,,"   26",",,W",,,,,,,,,,,"  -35","H,,S",,,,,"  250",",,W","  270",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-27","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  200",",,W","   -5",",,W","  -38",",,W",,,,,"   28",",,W",,,,,,,,,,,"  -19","H,,S",,,,,"   10",",,W","   20",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-28","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  200",",,W","  -32",",,W","  -66",",,W",,,,,"   27",",,W",,,,,,,,,,,"  -37","H,,S",,,,,"   20",",,W","   70",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-29","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   15",",,W,2400","   15",",,W","  200",",,W","  -27",",,W","  -77",",,W",,,,,"   18",",,W",,,,,,,,,,,"  -61","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"   40",",,W","   54",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-30","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  200",",,W","   -5",",,W","  -55",",,W",,,,,"   28",",,W",,,,,,,,,,,"  -43","H,,S",,,,,"  130",",,W","  130",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-01-31","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    3",",,W","  200",",,W","   22",",,W","  -16",",,W",,,,,"   29",",,W",,,,,,,,,,,"   -4","H,,S",,,,,"  150",",,W","  130",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-01","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  200",",,W","   56",",,W","    0",",,W",,,,,"   46",",,W",,,,,,,,,,,"   17","H,,S",,,,,"  230",",,W","  230",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-02","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  150",",,W","  128",",,W","    6",",,W",,,,,"   34",",,W",,,,,,,,,,,"   59","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-03","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   80",",,W","   22",",,W","  -16",",,W",,,,,"   72",",,W",,,,,,,,,,,"   16","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"  112",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-04","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   80",",,W","  -16",",,W","  -66",",,W",,,,,"   68",",,W",,,,,,,,,,,"  -28","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-05","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   80",",,W","  -21",",,W","  -77",",,W",,,,,"   30",",,W",,,,,,,,,,,"  -54","H,,S",,,,,"   30",",,W","   40",",,W",,,,,,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-06","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   80",",,W","    6",",,W"," -110",",,W",,,,,"   16",",,W",,,,,,,,,,,"  -54","H,,S",,,,,"  130",",,W","  100",",,W",,,,,,,,,"   40",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-07","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   18",",,W,2400","   41",",,W","   80",",,W","  -32",",,W","  -66",",,W",,,,,"   52",",,W",,,,,,,,,,,"  -39","H,,S",,,,,"  320",",,W","  330",",,W",,,,,,,,,"   94",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-08","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  100",",,W","  -16",",,W"," -105",",,W",,,,,"   38",",,W",,,,,,,,,,,"  -67","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-09","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","   80",",,W","   56",",,W","  -71",",,W",,,,,"   61",",,W",,,,,,,,,,,"    1","H,,S",,,,,"  310",",,W","  340",",,W",,,,,,,,,"  112",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-10","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   50",",,W","   28",",,W","  -99",",,W",,,,,"   23",",,W",,,,,,,,,,,"  -48","H,,S",,,,,"  210",",,W","  320",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-11","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   30",",,W","   17",",,W","  -60",",,W",,,,,"   42",",,W",,,,,,,,,,,"  -17","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-12","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   18",",,W,2400","   23",",,W","    0","T,,W","   22",",,W"," -166",",,W",,,,,"   55",",,W",,,,,,,,,,,"   -9","H,,S",,,,,"  340",",,W","  350",",,W",,,,,,,,,"  125",",,W","  161",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2020-02-13","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","   30",",,W"," -155",",,W"," -232",",,W",,,,,"   66",",,W",,,,,,,,,,," -167","H,,S",,,,,"  320",",,W","  330",",,W",,,,,,,,,"  112",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
