"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00181790","2018-12-26","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","  -50",",,7","   13",",,7",,,,,,,,,"  -28",",,7,2400","  180",",,7","   49",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2018-12-27","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","  -44",",,7","   31",",,7",,,,,,,,,"   56",",,7,2400","  180",",,7","  121",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2018-12-28","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  302",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","   44",",,7","   13",",,7",,,,,,,,,"   72",",,7,2400","  270",",,7","   58",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00181790","2018-12-29","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","   17",",,7","   36",",,7",,,,,,,,,"   17",",,7,2400","  315",",,7","  125",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2018-12-30","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   83",",,7","  -11",",,7","   13",",,7",,,,,,,,,"    0",",,7,2400","  180",",,7","   54",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2018-12-31","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  191",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","  -11",",,7","   22",",,7",,,,,,,,,"   83",",,7,2400","  180",",,7","  107",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-01-01","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  150",",,7","   44",",,7","   45",",,7",,,,,,,,,"   44",",,7,2400","  315",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-02","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   67",",,7","   28",",,7","   27",",,7",,,,,,,,,"   50",",,7,2400","  180",",,7","  125",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-03","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   67",",,7","  -22",",,7","   22",",,7",,,,,,,,,"  -17",",,7,2400","  315",",,7","   98",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-04","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   28",",,7,2400","    0",",,7,2400","    0",",,7,2400","   67",",,7","  -28",",,7","   18",",,7",,,,,,,,,"   50",",,7,2400","  180",",,7","   58",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-05","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  127",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   44",",,7","   27",",,7",,,,,,,,,"   61",",,7,2400","  270",",,7","  121",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-06","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","    6",",,7","   45",",,7",,,,,,,,,"    6",",,7,2400","  315",",,7","  152",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-07","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    5",",,7,2400","    0","T,,7,2400","    0","T,,7,2400","   17",",,7","  -22",",,7","   27",",,7",,,,,,,,,"   11",",,7,2400","  180",",,7","  121",",,7",,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00181790","2019-01-08","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   33",",,7,2400","    0","T,,7,2400","    0",",,7,2400","  100",",,7","    6",",,7","   27",",,7",,,,,,,,,"   78",",,7,2400","  270",",,7","  152",",,7",,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00181790","2019-01-09","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   78",",,7","  -28",",,7","   54",",,7",,,,,,,,,"  -17",",,7,2400","  270",",,7","  152",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-10","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","    0",",,7","  -39",",,7","   72",",,7",,,,,,,,,"  -39",",,7,2400","  315",",,7","  179",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-11","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   17",",,7","  -56",",,7","   36",",,7",,,,,,,,,"  -56",",,7,2400","  315",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-12","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   46",",,7,2400","   61",",,7,2400","   51",",,7,2400","   11",",,7","  -67",",,7","   13",",,7",,,,,,,,,"  -22",",,7,2400","  180",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-13","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   58",",,7,2400","   86",",,7,2400","  127",",,7,2400","  -17",",,7","  -33",",,7","   18",",,7",,,,,,,,,"  -28",",,7,2400","  360",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-14","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","  102",",,7,2400","   22",",,7","  -94",",,7","    9",",,7",,,,,,,,,"  -89",",,7,2400","  360",",,7","   49",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-15","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   76",",,7,2400","   28",",,7"," -117",",,7","   13",",,7",,,,,,,,,"  -22",",,7,2400","  270",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-16","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   51",",,7,2400","   33",",,7","  -28",",,7","   31",",,7",,,,,,,,,"   11",",,7,2400","  270",",,7","  130",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-17","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   15",",,7,2400","   18",",,7,2400","   76",",,7,2400","   17",",,7","  -11",",,7","   13",",,7",,,,,,,,,"   -6",",,7,2400","  135",",,7","   58",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-18","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   10",",,7,2400","   23",",,7,2400","   51",",,7,2400","   33",",,7","  -17",",,7","    4",",,7",,,,,,,,,"    6",",,7,2400","  360",",,7","   36",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-19","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  272",",,7,2400","   28",",,7,2400","   51",",,7,2400","   28",",,7","    0",",,7","   13",",,7",,,,,,,,,"   11",",,7,2400","  135",",,7","   80",",,7",,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00181790","2019-01-20","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   81",",,7,2400","    0",",,7,2400","   25",",,7,2400","   22",",,7"," -117",",,7","   63",",,7",,,,,,,,," -117",",,7,2400","  315",",,7","  174",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-21","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   25",",,7,2400","  -78",",,7"," -128",",,7","   63",",,7",,,,,,,,," -117",",,7,2400","  315",",,7","  192",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-22","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   25",",,7,2400","  -17",",,7"," -139",",,7","   22",",,7",,,,,,,,,"  -22",",,7,2400","  180",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-23","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0","T,,7,2400","  100",",,7","  -22",",,7","   49",",,7",,,,,,,,,"   89",",,7,2400","  180",",,7","  130",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-24","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  246",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","    6",",,7","   54",",,7",,,,,,,,,"    6",",,7,2400","  270",",,7","  188",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-25","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   17",",,7","  -50",",,7","   54",",,7",,,,,,,,,"  -39",",,7,2400","  270",",,7","  179",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-26","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   28",",,7","  -67",",,7","   18",",,7",,,,,,,,,"  -39",",,7,2400","  180",",,7","   63",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-27","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   67",",,7","  -50",",,7","   27",",,7",,,,,,,,,"  -17",",,7,2400","  180",",,7","  130",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-28","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   28",",,7","  -67",",,7","   22",",,7",,,,,,,,,"  -11",",,7,2400","  180",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-29","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   23",",,7,2400","   46",",,7,2400","   51",",,7,2400","    6",",,7","  -56",",,7","   31",",,7",,,,,,,,,"  -56",",,7,2400","  270",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-30","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","   25",",,7,2400","  -39",",,7"," -161",",,7","   67",",,7",,,,,,,,," -161",",,7,2400","  270",",,7","  237",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-01-31","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   25",",,7,2400","  -72",",,7"," -167",",,7","   31",",,7",,,,,,,,," -122",",,7,2400","  225",",,7","   98",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-01","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   41",",,7,2400","   86",",,7,2400","  102",",,7,2400","  -78",",,7"," -144",",,7","    9",",,7",,,,,,,,," -144",",,7,2400","  360",",,7","   36",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-02","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   51",",,7,2400","   28",",,7"," -161",",,7","   18",",,7",,,,,,,,,"  -44",",,7,2400","  225",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-03","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0","T,,7,2400","  117",",,7","  -67",",,7","   13",",,7",,,,,,,,,"   -6",",,7,2400","  180",",,7","   63",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-04","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  150",",,7","  -28",",,7","    9",",,7",,,,,,,,,"   22",",,7,2400","  180",",,7","   36",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-05","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  189",",,7","   22",",,7","   18",",,7",,,,,,,,,"   39",",,7,2400","  270",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-06","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   11",",,7","    9",",,7",,,,,,,,,"   61",",,7,2400","  360",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-07","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","   44",",,7","   18",",,7",,,,,,,,,"   89",",,7,2400","  180",",,7","   80",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-08","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","  -17",",,7","   67",",,7",,,,,,,,,"  -17",",,7,2400","  270",",,7","  215",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-09","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   11",",,7","  -67",",,7","   54",",,7",,,,,,,,,"  -67",",,7,2400","  315",",,7","  134",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-10","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   33",",,7,2400","   36",",,7,2400","   25",",,7,2400","   17",",,7"," -100",",,7","   18",",,7",,,,,,,,,"  -17",",,7,2400","  180",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-11","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   94",",,7,2400","   33",",,7,2400","   76",",,7,2400","   11",",,7","  -17",",,7","    9",",,7",,,,,,,,,"   -6",",,7,2400","   22",",,7","   40",",,7",,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00181790","2019-02-12","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  231",",,7,2400","    0","T,,7,2400","   51",",,7,2400","   17",",,7","   -6",",,7","    9",",,7",,,,,,,,,"    6",",,7,2400","   90",",,7","   58",",,7","    1",",,7",,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00181790","2019-02-13","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","   25",",,7,2400","   33",",,7","    0",",,7","   63",",,7",,,,,,,,,"   17",",,7,2400","  270",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-14","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   25",",,7,2400","   72",",,7","  -33",",,7","   22",",,7",,,,,,,,,"   67",",,7,2400","  270",",,7","  130",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-15","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   50",",,7","   40",",,7",,,,,,,,,"   50",",,7,2400","  202",",,7","  130",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-16","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   61",",,7","  -28",",,7","   31",",,7",,,,,,,,,"  -28",",,7,2400","  315",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-17","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","   17",",,7","  -56",",,7","   22",",,7",,,,,,,,,"   11",",,7,2400","  180",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-18","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   50",",,7","  -11",",,7","   45",",,7",,,,,,,,,"  -11",",,7,2400","  270",",,7","  152",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-19","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   33",",,7","  -61",",,7","   27",",,7",,,,,,,,,"  -11",",,7,2400","  360",",,7","  112",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-20","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  206",",,7,2400","  147",",,7,2400","  127",",,7,2400","    0",",,7","  -28",",,7","   18",",,7",,,,,,,,,"   -6",",,7,2400","  135",",,7","   80",",,7",,,"    1",",,7","    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00181790","2019-02-21","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    3",",,7,2400","    0",",,7,2400","   51",",,7,2400","  128",",,7","   -6",",,7","   22",",,7",,,,,,,,,"   67",",,7,2400","  270",",,7","  116",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00181790","2019-02-22","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0","T,,7,2400","   72",",,7","    6",",,7","   18",",,7",,,,,,,,,"    6",",,7,2400","  315",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-23","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    8",",,7,2400","    0",",,7,2400","    0","T,,7,2400","   39",",,7","    0",",,7","   13",",,7",,,,,,,,,"   11",",,7,2400","  180",",,7","   63",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-24","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  145",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   11",",,7","   67",",,7",,,,,,,,,"   50",",,7,2400","  270",",,7","  277",",,7",,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00181790","2019-02-25","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   67",",,7","    6",",,7","  112",",,7",,,,,,,,,"   11",",,7,2400","  270",",,7","  291",",,7",,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00181790","2019-02-26","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","  -39",",,7","   31",",,7",,,,,,,,,"    6",",,7,2400","  360",",,7","  107",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-27","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   61",",,7","  -33",",,7","   36",",,7",,,,,,,,,"   22",",,7,2400","  180",",,7","  130",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-02-28","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   56",",,7","    0",",,7","   36",",,7",,,,,,,,,"    6",",,7,2400","  315",",,7","  116",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-01","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   79",",,7,2400","   64",",,7,2400","   51",",,7,2400","   11",",,7","  -22",",,7","   13",",,7",,,,,,,,,"    0",",,7,2400","   45",",,7","   54",",,7",,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00181790","2019-03-02","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   43",",,7,2400","   43",",,7,2400","   25",",,7,2400","   56",",,7","  -11",",,7","   22",",,7",,,,,,,,,"   39",",,7,2400","  270",",,7","   98",",,7",,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00181790","2019-03-03","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  152",",,7,2400","  127",",,7,2400","  127",",,7,2400","   39",",,7","   -6",",,7","   22",",,7",,,,,,,,,"   -6",",,7,2400","  360",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-04","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   76",",,7,2400","   17",",,7","  -67",",,7","   45",",,7",,,,,,,,,"  -67",",,7,2400","  315",",,7","  148",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-05","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   51",",,7,2400","   17",",,7","  -89",",,7","   45",",,7",,,,,,,,,"  -61",",,7,2400","  270",",,7","  143",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-06","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0","T,,7,2400","   51",",,7,2400","  -33",",,7","  -94",",,7","   49",",,7",,,,,,,,,"  -94",",,7,2400","  270",",,7","  125",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-07","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","   51",",,7,2400","   33",",,7","  -94",",,7","   27",",,7",,,,,,,,,"  -28",",,7,2400","  270",",,7","  121",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-08","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   10",",,7,2400","   15",",,7,2400","   51",",,7,2400","   17",",,7","  -67",",,7","   18",",,7",,,,,,,,,"   -6",",,7,2400","  180",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-09","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   53",",,7,2400","    0",",,7,2400","   25",",,7,2400","   56",",,7","  -22",",,7","   22",",,7",,,,,,,,,"   17",",,7,2400","  180",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-10","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  147",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   17",",,7","   27",",,7",,,,,,,,,"   89",",,7,2400","  180",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-11","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","   50",",,7","   54",",,7",,,,,,,,,"   61",",,7,2400","  270",",,7","  174",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-12","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","  -11",",,7","   36",",,7",,,,,,,,,"  -11",",,7,2400","  315",",,7","  121",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-13","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","  -44",",,7","   36",",,7",,,,,,,,,"  100",",,7,2400","  180",",,7","  107",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-14","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  228",",,7","   28",",,7","   36",",,7",,,,,,,,,"  183",",,7,2400","  180",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-15","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  100",",,7","   54",",,7",,,,,,,,,"  100",",,7,2400","  270",",,7","  215",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-16","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   33",",,7",,,,,,,,,,,"   33",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-17","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   94",",,7","    6",",,7","   36",",,7",,,,,,,,,"   28",",,7,2400","  315",",,7","  116",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-18","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","  -17",",,7","   27",",,7",,,,,,,,,"   11",",,7,2400","  315",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-19","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","  -44",",,7","   22",",,7",,,,,,,,,"    0",",,7,2400","  270",",,7","   98",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-20","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","  -33",",,7","   27",",,7",,,,,,,,,"   67",",,7,2400","  180",",,7","  116",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-21","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  737",",,7,2400","    0",",,7,2400","    0",",,7,2400","   67",",,7","   33",",,7","   36",",,7",,,,,,,,,"   33",",,7,2400","  315",",,7","  130",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-03-22","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   18",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   89",",,7","   22",",,7","   67",",,7",,,,,,,,,"   22",",,7,2400","  315",",,7","  219",",,7",,,,,"    1",",,7",,,,,,,,,,,,,,
