"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00013872","2019-01-13","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   66",",,7,2400","    0","T,,7,2400","    0",",,7,2400","   44",",,7","    0",",,7","    9",",,7",,,,,,,,,,,,,"   44",",,7,2400",,,,,"   49",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USW00013872","2019-01-14","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   50",",,7","    6",",,7","   31",",,7",,,,,,,,,,,,,"    6",",,7,2400",,,,,"   98",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-15","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   39",",,7","  -28",",,7","   36",",,7",,,,,,,,,,,,,"  -28",",,7,2400",,,,,"   98",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-16","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   78",",,7","  -39",",,7","   31",",,7",,,,,,,,,,,,,"    0",",,7,2400",,,,,"  121",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-17","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   28",",,7,2400","    0",",,7,2400","    0",",,7,2400","   44",",,7","   -6",",,7","   27",",,7",,,,,,,,,,,,,"   28",",,7,2400",,,,,"  103",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-18","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   28",",,7","   13",",,7",,,,,,,,,,,,,"   72",",,7,2400",,,,,"   67",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-19","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  147",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   61",",,7","   45",",,7",,,,,,,,,,,,,"  106",",,7,2400",,,,,"  179",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-20","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    5",",,7,2400","    0","T,,7,2400","    0",",,7,2400","  111",",,7","  -89",",,7","   63",",,7",,,,,,,,,,,,,"  -89",",,7,2400",,,,,"  192",",,7",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USW00013872","2019-01-21","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  -17",",,7"," -128",",,7","   36",",,7",,,,,,,,,,,,,"  -44",",,7,2400",,,,,"  156",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-22","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   50",",,7","  -56",",,7","   40",",,7",,,,,,,,,,,,,"    0",",,7,2400",,,,,"  134",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-23","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  135",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","   -6",",,7","   49",",,7",,,,,,,,,,,,,"  117",",,7,2400",,,,,"  165",",,7",,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USW00013872","2019-01-24","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   84",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","  -33",",,7","   49",",,7",,,,,,,,,,,,,"  -33",",,7,2400",,,,,"  156",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-25","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   22",",,7","  -44",",,7","   36",",,7",,,,,,,,,,,,,"  -44",",,7,2400",,,,,"  130",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-26","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   50",",,7","  -72",",,7","   18",",,7",,,,,,,,,,,,,"  -33",",,7,2400",,,,,"   80",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-27","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","  -56",",,7","    9",",,7",,,,,,,,,,,,,"    0",",,7,2400",,,,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-28","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","  -33",",,7","   27",",,7",,,,,,,,,,,,,"   72",",,7,2400",,,,,"  103",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-29","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   13",",,7,2400","    8",",,7,2400","    0",",,7,2400","   72",",,7","  -67",",,7","   40",",,7",,,,,,,,,,,,,"  -67",",,7,2400",,,,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-30","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","    6",",,7","  -83",",,7","   36",",,7",,,,,,,,,,,,,"  -67",",,7,2400",,,,,"  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-01-31","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   39",",,7","  -89",",,7","   18",",,7",,,,,,,,,,,,,"  -28",",,7,2400",,,,,"   76",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-01","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","  -39",",,7","   13",",,7",,,,,,,,,,,,,"   50",",,7,2400",,,,,"   85",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-02","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  172",",,7","    0",",,7","    9",",,7",,,,,,,,,,,,,"   50",",,7,2400",,,,,"   58",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-03","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","    6",",,7","   13",",,7",,,,,,,,,,,,,"   50",",,7,2400",,,,,"  103",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-04","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  189",",,7","    6",",,7","    4",",,7",,,,,,,,,,,,,"  100",",,7,2400",,,,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-05","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","   61",",,7","   13",",,7",,,,,,,,,,,,,"  128",",,7,2400",,,,,"   63",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-06","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","   78",",,7","   18",",,7",,,,,,,,,,,,,"  167",",,7,2400",,,,,"  103",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-07","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","  161",",,7","   40",",,7",,,,,,,,,,,,,"  178",",,7,2400",,,,,"  152",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-08","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  178",",,7","    0",",,7","   54",",,7",,,,,,,,,,,,,"    0",",,7,2400",,,,,"  183",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-09","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","  -22",",,7","   36",",,7",,,,,,,,,,,,,"   28",",,7,2400",,,,,"  134",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-10","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","   39",",,7","   11",",,7","   31",",,7",,,,,,,,,,,,,"   28",",,7,2400",,,,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-11","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","   28",",,7","   22",",,7",,,,,,,,,,,,,"  100",",,7,2400",,,,,"  112",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-12","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  107",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","   50",",,7","   36",",,7",,,,,,,,,,,,,"   50",",,7,2400",,,,,"  143",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-13","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","   -6",",,7","   40",",,7",,,,,,,,,,,,,"   17",",,7,2400",,,,,"  156",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-14","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  144",",,7","  -28",",,7","   31",",,7",,,,,,,,,,,,,"   94",",,7,2400",,,,,"  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-15","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  150",",,7","   72",",,7","   22",",,7",,,,,,,,,,,,,"   94",",,7,2400",,,,,"  121",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-16","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   79",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","   67",",,7","   31",",,7",,,,,,,,,,,,,"   67",",,7,2400",,,,,"   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-17","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  183",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","   28",",,7","   36",",,7",,,,,,,,,,,,,"   50",",,7,2400",,,,,"  112",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-18","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   33",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","    6",",,7","   40",",,7",,,,,,,,,,,,,"    6",",,7,2400",,,,,"  125",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-19","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  211",",,7,2400","    0",",,7,2400","    0",",,7,2400","   39",",,7","  -11",",,7","   27",",,7",,,,,,,,,,,,,"    6",",,7,2400",,,,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-20","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  142",",,7,2400","    0",",,7,2400","    0",",,7,2400","   78",",,7","    0",",,7","    0",",,7",,,,,,,,,,,,,"   61",",,7,2400",,,,,"  179",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-21","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  114",",,7,2400","    0",",,7,2400","    0",",,7,2400","  178",",,7","   56",",,7","   18",",,7",,,,,,,,,,,,,"   94",",,7,2400",,,,,"   80",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-22","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  163",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   78",",,7","   22",",,7",,,,,,,,,,,,,"   78",",,7,2400",,,,,"   80",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-23","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   69",",,7,2400","    0",",,7,2400","    0",",,7,2400","  100",",,7","   50",",,7","   31",",,7",,,,,,,,,,,,,"  100",",,7,2400",,,,,"  107",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-24","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  172",",,7","   44",",,7","   49",",,7",,,,,,,,,,,,,"   44",",,7,2400",,,,,"  165",",,7",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USW00013872","2019-02-25","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","   11",",,7","   36",",,7",,,,,,,,,,,,,"   17",",,7,2400",,,,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-26","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  178",",,7","    6",",,7","   18",",,7",,,,,,,,,,,,,"  106",",,7,2400",,,,,"  112",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-27","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  189",",,7","   83",",,7","   13",",,7",,,,,,,,,,,,,"  133",",,7,2400",,,,,"   80",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-02-28","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   41",",,7,2400","    0",",,7,2400","    0",",,7,2400","  144",",,7","   83",",,7","   13",",,7",,,,,,,,,,,,,"  117",",,7,2400",,,,,"   76",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-01","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   89",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","   89",",,7","   18",",,7",,,,,,,,,,,,,"   89",",,7,2400",,,,,"   72",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-02","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","   56",",,7","   31",",,7",,,,,,,,,,,,,"   67",",,7,2400",,,,,"  103",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-03","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  114",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   28",",,7","   27",",,7",,,,,,,,,,,,,"   28",",,7,2400",,,,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-04","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","   28",",,7","  -39",",,7","   49",",,7",,,,,,,,,,,,,"  -39",",,7,2400",,,,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-05","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   28",",,7","  -50",",,7","   45",",,7",,,,,,,,,,,,,"  -44",",,7,2400",,,,,"  143",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-06","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   28",",,7","  -83",",,7","   45",",,7",,,,,,,,,,,,,"  -28",",,7,2400",,,,,"  165",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-07","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","  -44",",,7","   22",",,7",,,,,,,,,,,,,"   67",",,7,2400",,,,,"   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-08","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   71",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","   39",",,7","   31",",,7",,,,,,,,,,,,,"   67",",,7,2400",,,,,"  107",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-09","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   23",",,7,2400","    0",",,7,2400","    0",",,7,2400","  106",",,7","   56",",,7","   31",",,7",,,,,,,,,,,,,"   72",",,7,2400",,,,,"  112",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-10","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   23",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","   67",",,7","   22",",,7",,,,,,,,,,,,,"  133",",,7,2400",,,,,"  121",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-11","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","   72",",,7","   22",",,7",,,,,,,,,,,,,"   72",",,7,2400",,,,,"  125",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-12","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","   33",",,7","   18",",,7",,,,,,,,,,,,,"   89",",,7,2400",,,,,"   85",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-13","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  167",",,7","   83",",,7","   45",",,7",,,,,,,,,,,,,"  122",",,7,2400",,,,,"  148",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-14","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   28",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","  117",",,7","   45",",,7",,,,,,,,,,,,,"  150",",,7,2400",,,,,"  156",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-15","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   66",",,7,2400","    0",",,7,2400","    0",",,7,2400","  200",",,7","   61",",,7","   49",",,7",,,,,,,,,,,,,"   61",",,7,2400",,,,,"  165",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-16","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","    6",",,7","   54",",,7",,,,,,,,,,,,,"   33",",,7,2400",,,,,"  165",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-17","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","    0",",,7","   22",",,7",,,,,,,,,,,,,"   56",",,7,2400",,,,,"  116",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-18","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   83",",,7","   22",",,7","   31",",,7",,,,,,,,,,,,,"   22",",,7,2400",,,,,"  134",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-19","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","  -17",",,7","   13",",,7",,,,,,,,,,,,,"   50",",,7,2400",,,,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-20","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","  -17",",,7","   18",",,7",,,,,,,,,,,,,"   83",",,7,2400",,,,,"   85",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-21","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   64",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   28",",,7","   27",",,7",,,,,,,,,,,,,"   28",",,7,2400",,,,,"  152",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-22","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  139",",,7","   17",",,7","   67",",,7",,,,,,,,,,,,,"   78",",,7,2400",,,,,"  174",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-23","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   11",",,7","   31",",,7",,,,,,,,,,,,,"   78",",,7,2400",,,,,"  134",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-24","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  200",",,7","   11",",,7","   22",",,7",,,,,,,,,,,,,"  144",",,7,2400",,,,,"  116",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-25","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   51",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   67",",,7","    9",",,7",,,,,,,,,,,,,"   94",",,7,2400",,,,,"   80",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-26","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","   61",",,7","   27",",,7",,,,,,,,,,,,,"   61",",,7,2400",,,,,"   98",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-27","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   22",",,7","   22",",,7",,,,,,,,,,,,,"   72",",,7,2400",,,,,"   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-28","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  194",",,7","    6",",,7","   22",",,7",,,,,,,,,,,,,"  117",",,7,2400",,,,,"  125",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-29","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","   50",",,7","   18",",,7",,,,,,,,,,,,,"  139",",,7,2400",,,,,"   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-30","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  100",",,7","   27",",,7",,,,,,,,,,,,,"  161",",,7,2400",,,,,"  165",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-03-31","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   76",",,7,2400","    0",",,7,2400","    0",",,7,2400","  167",",,7","   22",",,7","   54",",,7",,,,,,,,,,,,,"   22",",,7,2400",,,,,"  170",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-01","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","  -22",",,7","   31",",,7",,,,,,,,,,,,,"   44",",,7,2400",,,,,"  112",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-02","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  117",",,7","   28",",,7","   27",",,7",,,,,,,,,,,,,"   50",",,7,2400",,,,,"  116",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-03","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  200",",,7","    0",",,7","   18",",,7",,,,,,,,,,,,,"  122",",,7,2400",,,,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-04","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","   67",",,7","   31",",,7",,,,,,,,,,,,,"  150",",,7,2400",,,,,"  148",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-05","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   53",",,7,2400","    0",",,7,2400","    0",",,7,2400","  172",",,7","   94",",,7","   36",",,7",,,,,,,,,,,,,"  122",",,7,2400",,,,,"  143",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-06","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  111",",,7","   22",",,7",,,,,,,,,,,,,"  167",",,7,2400",,,,,"  107",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-07","35.5954","-82.5568","682.1","ASHEVILLE, NC US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","  150",",,7","   36",",,7",,,,,,,,,,,,,"  178",",,7,2400",,,,,"  121",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-08","35.5954","-82.5568","682.1","ASHEVILLE, NC US","  262",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  133",",,7","   22",",,7",,,,,,,,,,,,,"  156",",,7,2400",,,,,"  143",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USW00013872","2019-04-09","35.5954","-82.5568","682.1","ASHEVILLE, NC US","   30",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  144",",,7","   18",",,7",,,,,,,,,,,,,"  150",",,7,2400",,,,,"   98",",,7",,,,,,,,,,,,,,,,,,,,,,,,
