"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00085895","2019-04-09","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  172",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  189",",,7","  294",",,7","  206",",,7,0600","  142",",,7",,,,,,,,,,
"USC00085895","2019-04-10","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   25",",,7,0600",,,,,"  267",",,7","  200",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  194",",,7","  261",",,7","  200",",,7,0600","  230",",,7",,,,,,,,,,
"USC00085895","2019-04-11","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  278",",,7","  172",",,7",,,,,,,"   56",",,7,0600",,,,,,,"  167",",,7","  267",",,7","  172",",,7,0600","  174",",,7",,,,,,,,,,
"USC00085895","2019-04-12","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  322",",,7","  161",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  156",",,7","  311",",,7","  189",",,7,0600","  127",",,7",,,,,,,,,,
"USC00085895","2019-04-13","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  317",",,7","  172",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  161",",,7","  306",",,7","  211",",,7,0600","   85",",,7",,,,,,,,,,
"USC00085895","2019-04-14","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  322",",,7","  211",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  200",",,7","  311",",,7","  211",",,7,0600","  122",",,7",,,,,,,,,,
"USC00085895","2019-04-15","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  203",",,7,0600",,,,,"  294",",,7","  211",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  200",",,7","  283",",,7","  217",",,7,0600","  164",",,7",,,,,,,,,,
"USC00085895","2019-04-16","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  122",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  117",",,7","  278",",,7","  156",",,7,0600","  174",",,7",,,,,,,,,,
"USC00085895","2019-04-17","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  306",",,7","  139",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  128",",,7","  294",",,7","  178",",,7,0600","  188",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-04-18","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  317",",,7","  150",",,7",,,,,,,"   64",",,7,0600",,,,,,,"  139",",,7","  306",",,7","  172",",,7,0600","  171",",,7",,,,,,,,,,
"USC00085895","2019-04-19","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  317",",,7","  139",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  206",",,7","  306",",,7","  206",",,7,0600","  113",",,7",,,,,,,,,,
"USC00085895","2019-04-20","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  165",",,7,0600",,,,,"  289",",,7","  161",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  161",",,7","  278",",,7","  167",",,7,0600","  201",",,7",,,,,,,,,,
"USC00085895","2019-04-21","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  250",",,7","  133",",,7",,,,,,,"   43",",,7,0600",,,,,,,"  128",",,7","  239",",,7","  133",",,7,0600","  174",",,7",,,,,,,,,,
"USC00085895","2019-04-22","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","  100",",,7",,,,,,,"   53",",,7,0600",,,,,,,"   94",",,7","  261",",,7","  128",",,7,0600","  113",",,7",,,,,,,,,,
"USC00085895","2019-04-23","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","  100",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  100",",,7","  256",",,7","  139",",,7,0600","  134",",,7",,,,,,,,,,
"USC00085895","2019-04-24","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  122",",,7",,,,,,,"   64",",,7,0600",,,,,,,"  111",",,7","  278",",,7","  150",",,7,0600","  140",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-04-25","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  139",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  128",",,7","  278",",,7","  178",",,7,0600","  114",",,7",,,,,,,,,,
"USC00085895","2019-04-26","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-04-27","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  272",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-04-28","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-04-29","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  294",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  189",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-04-30","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  294",",,7","  189",",,7",,,,,,,"   69",",,7,0600",,,,,,,"  178",",,7","  289",",,7","  194",",,7,0600","  248",",,7",,,,,,,,,,
"USC00085895","2019-05-01","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  189",",,7",,,,,,,"   64",",,7,0600",,,,,,,"  183",",,7","  300",",,7","  222",",,7,0600","  249",",,7",,,,,,,,,,
"USC00085895","2019-05-02","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   23",",,7,0600",,,,,"  283",",,7","  206",",,7",,,,,,,"   33",",,7,0600",,,,,,,"  194",",,7","  272",",,7","  222",",,7,0600","  352",",,7",,,,,,,,,,
"USC00085895","2019-05-03","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   25",",,7,0600",,,,,"  300",",,7","  194",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  183",",,7","  294",",,7","  222",",,7,0600","   92",",,7",,,,,,,,,,
"USC00085895","2019-05-04","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  306",",,7","  200",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  189",",,7","  294",",,7","  206",",,7,0600","  124",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-05-05","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  508",",,7,0600",,,,,"  317",",,7","  200",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  194",",,7","  300",",,7","  222",",,7,0600","   97",",,7",,,,,,,,,,
"USC00085895","2019-05-06","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   38",",,7,0600",,,,,"  300",",,7","  211",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  206",",,7","  289",",,7","  222",",,7,0600","  148",",,7",,,,,,,,,,
"USC00085895","2019-05-07","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   23",",,7,0600",,,,,"  311",",,7","  200",",,7",,,,,,,"   56",",,7,0600",,,,,,,"  194",",,7","  300",",,7","  211",",,7,0600","   98",",,7",,,,,,,,,,
"USC00085895","2019-05-08","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  305",",,7,0600",,,,,"  306",",,7","  200",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  194",",,7","  300",",,7","  211",",,7,0600","   76",",,7",,,,,,,,,,
"USC00085895","2019-05-09","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  317",",,7","  200",",,7",,,,,,,"   56",",,7,0600",,,,,,,"  200",",,7","  306",",,7","  206",",,7,0600","   93",",,7",,,,,,,,,,
"USC00085895","2019-05-10","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   25",",,7,0600",,,,,"  317",",,7","  206",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  206",",,7","  311",",,7","  211",",,7,0600","  259",",,7",,,,,,,,,,
"USC00085895","2019-05-11","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  211",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  200",",,7","  300",",,7","  211",",,7,0600","  111",",,7",,,,,,,,,,
"USC00085895","2019-05-12","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   51",",,7,0600",,,,,"  328",",,7","  211",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  200",",,7","  311",",,7","  217",",,7,0600","   89",",,7",,,,,,,,,,
"USC00085895","2019-05-13","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  318",",,7,0600",,,,,"  328",",,7","  217",",,7",,,,,,,"   13",",,7,0600",,,,,,,"  211",",,7","  317",",,7","  222",",,7,0600","  124",",,7",,,,,,,,,,
"USC00085895","2019-05-14","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  328",",,7","  206",",,7",,,,,,,"   30",",,7,0600",,,,,,,"  211",",,7","  317",",,7","  222",",,7,0600","  171",",,7",,,,,,,,,,
"USC00085895","2019-05-15","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  206",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  206",",,7","  300",",,7","  217",",,7,0600","  129",",,7",,,,,,,,,,
"USC00085895","2019-05-16","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   25",",,7,0600",,,,,"  322",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,
"USC00085895","2019-05-17","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  289",",,7","  172",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  178",",,7","  294",",,7","  178",",,7,0600","  203",",,7",,,,,,,,,,
"USC00085895","2019-05-18","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  294",",,7","  161",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  156",",,7","  339",",,7","  172",",,7,0600","  166",",,7",,,,,,,,,,
"USC00085895","2019-05-19","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  306",",,7","  172",",,7",,,,,,,"   64",",,7,0600",,,,,,,"  161",",,7","  294",",,7","  200",",,7,0600","  161",",,7",,,,,,,,,,
"USC00085895","2019-05-20","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  306",",,7","  178",",,7",,,,,,,"   64",",,7,0600",,,,,,,"  167",",,7","  294",",,7","  200",",,7,0600","  108",",,7",,,,,,,,,,
"USC00085895","2019-05-21","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  322",",,7","  161",",,7",,,,,,,"   69",",,7,0600",,,,,,,"  156",",,7","  311",",,7","  211",",,7,0600","  122",",,7",,,,,,,,,,
"USC00085895","2019-05-22","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  328",",,7","  194",",,7",,,,,,,"   69",",,7,0600",,,,,,,"  194",",,7","  322",",,7","  200",",,7,0600","  100",",,7",,,,,,,,,,
"USC00085895","2019-05-23","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  306",",,7","  194",",,7",,,,,,,"   76",",,7,0600",,,,,,,"  183",",,7","  294",",,7","  211",",,7,0600","  261",",,7",,,,,,,,,,
"USC00085895","2019-05-24","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  172",",,7",,,,,,,"   76",",,7,0600",,,,,,,"  189",",,7","  289",",,7","  200",",,7,0600","  328",",,7",,,,,,,,,,
"USC00085895","2019-05-25","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  178",",,7",,,,,,,"   69",",,7,0600",,,,,,,"  172",",,7","  300",",,7","  189",",,7,0600","  238",",,7",,,,,,,,,,
"USC00085895","2019-05-26","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  178",",,7",,,,,,,"   64",",,7,0600",,,,,,,"  167",",,7","  306",",,7","  217",",,7,0600","  248",",,7",,,,,,,,,,
"USC00085895","2019-05-27","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  322",",,7","  206",",,7",,,,,,,"   66",",,7,0600",,,,,,,"  194",",,7","  311",",,7","  211",",,7,0600","  163",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-05-28","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  328",",,7","  178",",,7",,,,,,,"   71",",,7,0600",,,,,,,"  172",",,7","  317",",,7","  211",",,7,0600","  117",",,7",,,,,,,,,,
"USC00085895","2019-05-29","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  339",",,7","  178",",,7",,,,,,,"   74",",,7,0600",,,,,,,"  172",",,7","  328",",,7","  194",",,7,0600","  103",",,7",,,,,,,,,,
"USC00085895","2019-05-30","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  333",",,7","  194",",,7",,,,,,,"   71",",,7,0600",,,,,,,"  189",",,7","  322",",,7","  206",",,7,0600","  105",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-05-31","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  344",",,7","  194",",,7",,,,,,,"   74",",,7,0600",,,,,,,"  200",",,7","  339",",,7","  233",",,7,0600","   98",",,7",,,,,,,,,,
"USC00085895","2019-06-01","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  356",",,7","  228",",,7",,,,,,,"   69",",,7,0600",,,,,,,"  217",",,7","  344",",,7","  239",",,7,0600","  111",",,7",,,,,,,,,,
"USC00085895","2019-06-02","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  356",",,7,0600",,,,,"  344",",,7","  217",",,7",,,,,,,,,,,,,,,"  211",",,7","  333",",,7","  222",",,7,0600","  124",",,7",,,,,,,,,,
"USC00085895","2019-06-03","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   25",",,7,0600",,,,,"  339",",,7","  222",",,7",,,,,,,"   64",",,7,0600",,,,,,,"  211",",,7","  328",",,7","  222",",,7,0600","   97",",,7",,,,,,,,,,
"USC00085895","2019-06-04","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  160",",,7,0600",,,,,"  328",",,7","  222",",,7",,,,,,,"  -28",",X,7,0600",,,,,,,"  211",",,7","  317",",,7","  222",",,7,0600","   92",",,7",,,,,,,,,,
"USC00085895","2019-06-05","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   43",",,7,0600",,,,,"  328",",,7","  217",",,7",,,,,,,"   48",",,7,0600",,,,,,,"  211",",,7","  317",",,7","  222",",,7,0600","   61",",,7",,,,,,,,,,
"USC00085895","2019-06-06","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  356",",,7","  217",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  206",",,7","  344",",,7","  228",",,7,0600","  106",",,7",,,,,,,,,,
"USC00085895","2019-06-07","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  344",",,7","  228",",,7",,,,,,,"   56",",,7,0600",,,,,,,"  211",",,7","  339",",,7","  228",",,7,0600","   93",",,7",,,,,,,,,,
"USC00085895","2019-06-08","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  165",",,7,0600",,,,,"  317",",,7","  228",",,7",,,,,,,"  -23",",X,7,0600",,,,,,,"  222",",,7","  306",",,7","  239",",,7,0600","  135",",,7",,,,,,,,,,
"USC00085895","2019-06-09","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  318",",,7,0600",,,,,"  317",",,7","  228",",,7",,,,,,,,,,,,,,,"  222",",,7","  306",",,7","  239",",,7,0600","  103",",,7",,,,,,,,,,
"USC00085895","2019-06-10","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  203",",,7,0600",,,,,"  311",",,7","  228",",,7",,,,,,,"  -18",",X,7,0600",,,,,,,"  228",",,7","  306",",,7","  228",",,7,0600","  119",",,7",,,,,,,,,,
"USC00085895","2019-06-11","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   51",",,7,0600",,,,,"  317",",,7","  211",",,7",,,,,,,"   41",",,7,0600",,,,,,,"  206",",,7","  306",",,7","  222",",,7,0600","   98",",,7",,,,,,,,,,
"USC00085895","2019-06-12","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   28",",,7,0600",,,,,"  328",",,7","  217",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  211",",,7","  322",",,7","  222",",,7,0600","   90",",,7",,,,,,,,,,
"USC00085895","2019-06-13","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   38",",,7,0600",,,,,"  317",",,7","  211",",,7",,,,,,,"   43",",,7,0600",,,,,,,"  206",",,7","  311",",,7","  211",",,7,0600","  103",",,7",,,,,,,,,,
"USC00085895","2019-06-14","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  203",",,7,0600",,,,,"  322",",,7","  206",",,7",,,,,,,"  -23",",X,7,0600",,,,,,,"  200",",,7","  317",",,7","  222",",,7,0600","  101",",,7",,,,,,,,,,
"USC00085895","2019-06-15","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  222",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  172",",,7","  306",",,7","  228",",,7,0600","   84",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-06-16","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  328",",,7","  228",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  217",",,7","  283",",,7","  233",",,7,0600","  101",",,7",,,,,,,,,,
"USC00085895","2019-06-17","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  228",",,7",,,,,,,"   46",",,7,0600",,,,,,,"  222",",,7","  300",",,7","  233",",,7,0600","   79",",,7",,,,,,,,,,
"USC00085895","2019-06-18","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   76",",,7,0600",,,,,"  294",",,7","  222",",,7",,,,,,,"   10",",,7,0600",,,,,,,"  217",",,7","  283",",,7","  222",",,7,0600","   92",",,7",,,,,,,,,,
"USC00085895","2019-06-19","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  222",",,7",,,,,,,"   43",",,7,0600",,,,,,,"  217",",,7","  289",",,7","  228",",,7,0600","  122",",,7",,,,,,,,,,
"USC00085895","2019-06-20","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  508",",,7,0600",,,,,"  289",",,7","  228",",,7",,,,,,,,,,,,,,,"  217",",,7","  278",",,7","  228",",,7,0600","   47",",,7",,,,,,,,,,
"USC00085895","2019-06-21","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  328",",,7","  228",",,7",,,,,,,"   56",",,7,0600",,,,,,,"  222",",,7","  317",",,7","  233",",,7,0600","  138",",,7","    1",",,7",,,,,,,,
"USC00085895","2019-06-22","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  339",",,7","  228",",,7",,,,,,,"   64",",,7,0600",,,,,,,"  217",",,7","  328",",,7","  228",",,7,0600","   76",",,7",,,,,,,,,,
"USC00085895","2019-06-23","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  339",",,7","  228",",,7",,,,,,,"   76",",,7,0600",,,,,,,"  222",",,7","  328",",,7","  228",",,7,0600","   48",",,7",,,,,,,,,,
"USC00085895","2019-06-24","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  350",",,7","  228",",,7",,,,,,,"   76",",,7,0600",,,,,,,"  217",",,7","  339",",,7","  228",",,7,0600","   92",",,7",,,,,,,,,,
"USC00085895","2019-06-25","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  361",",,7","  222",",,7",,,,,,,"   79",",,7,0600",,,,,,,"  222",",,7","  361",",,7","  228",",,7,0600","  103",",,7",,,,,,,,,,
"USC00085895","2019-06-26","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  367",",,7","  228",",,7",,,,,,,"   81",",,7,0600",,,,,,,"  222",",,7","  361",",,7","  228",",,7,0600","   89",",,7",,,,,,,,,,
"USC00085895","2019-06-27","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  152",",,7,0600",,,,,"  361",",,7","  217",",,7",,,,,,,"  -56",",X,7,0600",,,,,,,"  211",",,7","  356",",,7","  217",",,7,0600","   56",",,7",,,,,,,,,,
"USC00085895","2019-06-28","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  217",",,7",,,,,,,"   76",",,7,0600",,,,,,,"  217",",,7","  300",",,7","  239",",,7,0600","  137",",,7",,,,,,,,,,
"USC00085895","2019-06-29","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   38",",,7,0600",,,,,"  289",",,7","  222",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  217",",,7","  283",",,7","  233",",,7,0600","  158",",,7",,,,,,,,,,
"USC00085895","2019-07-01","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   51",",,7,0600",,,,,"  322",",,7","  222",",,7",,,,,,,"   53",",,7,0600",,,,,,,"  217",",,7","  317",",,7","  228",",,7,0600","   72",",,7",,,,,,,,,,
"USC00085895","2019-07-02","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  339",",,7","  217",",,7",,,,,,,"   56",",,7,0600",,,,,,,"  211",",,7","  328",",,7","  233",",,7,0600","  108",",,7",,,,,,,,,,
"USC00085895","2019-07-03","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  344",",,7","  233",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  222",",,7","  333",",,7","  244",",,7,0600","   85",",,7",,,,,,,,,,
"USC00085895","2019-07-05","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  344",",,7","  228",",,7",,,,,,,"   61",",,7,0600",,,,,,,"  233",",,7","  333",",,7","  250",",,7,0600","  241",",,7",,,,,,,,,,
"USC00085895","2019-07-06","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  185",",,7,0600",,,,,"  306",",,7","  228",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  228",",,7","  300",",,7","  239",",,7,0600","   61",",,7",,,,,,,,,,
"USC00085895","2019-07-07","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  322",",,7","  228",",,7",,,,,,,"   51",",,7,0600",,,,,,,"  222",",,7","  311",",,7","  239",",,7,0600","   77",",,7",,,,,,,,,,
"USC00085895","2019-07-08","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  102",",,7,0600",,,,,"  317",",,7","  228",",,7",,,,,,,"   41",",,7,0600",,,,,,,"  217",",,7","  306",",,7","  233",",,7,0600","   74",",,7",,,,,,,,,,
"USC00085895","2019-07-09","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  381",",,7,0600",,,,,"  306",",,7","  233",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  228",",,7","  300",",,7","  239",",,7,0600","  127",",,7",,,,,,,,,,
"USC00085895","2019-07-10","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  311",",,7","  228",",,7",,,,,,,"   58",",,7,0600",,,,,,,"  222",",,7","  306",",,7","  233",",,7,0600","  137",",,7",,,,,,,,,,
"USC00085895","2019-07-11","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","  406",",,7,0600",,,,,"  317",",,7","  222",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  217",",,7","  306",",,7","  239",",,7,0600","   80",",,7",,,,,,,,,,
"USC00085895","2019-07-12","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","   76",",,7,0600",,,,,"  322",",,7","  222",",,7",,,,,,,"    0",",,7,0600",,,,,,,"  217",",,7","  311",",,7","  228",",,7,0600","  134",",,7",,,,,,,,,,
"USC00085895","2019-07-13","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  300",",,7","  228",",,7",,,,,,,"   28",",,7,0600",,,,,,,"  217",",,7","  289",",,7","  256",",,7,0600","   55",",,7",,,,,,,,,,
"USC00085895","2019-07-14","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  339",",,7","  239",",,7",,,,,,,"  196",",,7,0600",,,,,,,"  233",",,7","  328",",,7","  250",",,7,0600","  124",",,7",,,,,,,,,,
"USC00085895","2019-07-15","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","    0",",,7,0600",,,,,"  322",",,7","  228",",,7",,,,,,,"   66",",,7,0600",,,,,,,"  222",",,7","  311",",,7","  250",",,7,0600","  129",",,7",,,,,,,,,,
