"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00128723","2018-10-30","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,,,"  139",",,7","  128",",,7",,,,,"  144",",,7","  139",",,7",,,,,,,,,,,,,,
"USC00128723","2018-10-31","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   84",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,"  144",",,7","  144",",,7",,,,,"  156",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  333",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,,,,"  100",",,7","  128",",,7",,,,,"  150",",,7","  161",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  173",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,,,"  139",",,7","  150",",,7",,,,,"  150",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  156",",,7","   50",",,7",,,"    3",",,7",,,,,,,"   38",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,"  122",",I,7","  122",",,7",,,,,"  128",",,7","  128",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   97",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,,,"  100",",,7","  128",",,7",,,,,"  111",",I,7","  139",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  150",",,7","  -17",",,7",,,"    2",",,7",,,,,,,"    0",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,"   56",",,7","  100",",,7",,,,,"  133",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,,,"  122",",I,7","  133",",I,7",,,,,"  133",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,,,,,"   67",",I,7","  106",",I,7",,,,,"   78",",I,7","  111",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-11-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,,,"   44",",,7","   78",",,7",,,,,"   56",",I,7","   89",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-11-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,,,"   56",",,7","   78",",,7",,,,,"   61",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,,,"   50",",,7","   50",",,7",,,,,"   67",",,7","   61",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-11-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,,,,,,"   50",",,7","   78",",,7",,,,,"   61",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   91",",,7,0800","   13",",,7,0800","   25",",,7,0800","   17",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,,,"   22",",,7",,,,,,,"   44",",,7",,,,,,,,,,,,,,,,
"USC00128723","2018-11-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,,,"   39",",,7","   56",",,7",,,,,"   56",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-19","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","   78",",,7","    0",",,7",,,"    3",",,7",,,,,,,"   46",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,"   67",",,7","   72",",,7",,,,,"   78",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,,,"   50",",,7","   72",",,7",,,,,"   61",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,,,,,,"   56",",,7","   78",",,7",,,,,"   67",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  128",",,7","  -39",",,7",,,"    2",",,7",,,,,,,"    0",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,"   67",",,7","   67",",,7",,,,,"   78",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,,,"    0","T,,7,0800","   61",",,7","  -72",",,7",,,"    4",",,7",,,,,,,"  135",",,7",,,,,,,,,"  -50",",,7,0800",,,,,,,"   94",",I,7","   61",",,7",,,,,"  106",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","    0","T,,7,0800","    0",",,7,0800","  172",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0800",,,,,,,"   17",",,7","   50",",,7",,,,,"   28",",I,7","   61",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-29","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,,,"   22",",,7","   44",",,7",,,,,"   39",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00128723","2018-11-30","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,,,,,,"   39",",,7","   39",",,7",,,,,"   50",",I,7","   50",",I,7","    1",",,7",,,,,,,,,,,,
"USC00128723","2018-12-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,,,,,,"   78",",I,7","   67",",I,7",,,,,"   89",",,7","   78",",,7",,,,,,,,,,,"    1",",,7",,
"USC00128723","2018-12-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,,,"   67",",,7","   72",",,7",,,,,"   72",",,7","   78",",,7",,,,,,,,,,,"    1",",,7",,
"USC00128723","2018-12-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  183",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,,,"   94",",I,7","   83",",,7",,,,,"  100",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2018-12-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,,,"   50",",,7","   78",",,7",,,,,"   61",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00128723","2018-12-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","   33",",,7"," -128",",,7",,,"    2",",,7",,,,,,,"    0",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,"   11",",,7","   44",",,7",,,,,"   44",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00128723","2018-12-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,,,"    0",",,7,0800","   33",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,"  -78",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00128723","2018-12-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00128723","2018-12-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,,,"   -6",",,7",,,,,,,"   39",",,7",,,,,,,,,,,,,,,,
"USC00128723","2018-12-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   39",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,,,"   28",",I,7",,,,,,,"   83",",,7",,,,,,,,,,,,,,,,
"USC00128723","2018-12-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,,,"   -6",",,7","   17",",,7",,,,,"   11",",I,7","   28",",,7",,,,,,,,,,,,,,
"USC00128723","2018-12-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  122",",,7"," -111",",,7",,,"    2",",,7",,,,,,,"    0",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,"    6",",,7","   22",",,7",,,,,"   17",",I,7","   33",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-12-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"   44",",I,7","   44",",I,7",,,,,"   56",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,,,"   61",",,7","   61",",,7",,,,,"   72",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,,,"   78",",,7","   72",",,7",,,,,"   89",",,7","   83",",,7",,,,,,,,,,,"    1",",,7",,
"USC00128723","2019-01-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,,,"   67",",,7","   67",",,7",,,,,"   78",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800",,,,,"  106",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,,,"   83",",I,7","   72",",I,7",,,,,"   94",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,,,"    6",",,7","   17",",,7",,,,,"   17",",I,7","   28",",I,7",,,,,,,,,,,,,,
"USC00128723","2019-01-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  117",",,7,0800",,,"  152",",,7,0800","   17",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,,,"    0",",,7","   22",",,7",,,,,"   17",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","   76",",,7,0800","   33",",,7","  -67",",,7",,,"    2",",,7",,,,,,,"   33",",,7",,,,,,,,,"   11",",,7,0800",,,,,,,"    6",",,7","   22",",,7",,,,,"   17",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","   76",",,7,0800","   33",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,,,"   17",",,7","   28",",,7",,,,,"   22",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","   76",",,7,0800","   17",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,,,"    0",",,7","   22",",,7",,,,,"   11",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   36",",,7,0800","    0",",,7,0800","    0","T,,7,0800","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,,,"   11",",,7","   28",",,7",,,,,"   17",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-18","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,,,"   22",",,7","   28",",,7",,,,,"   28",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-19","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  155",",,7,0800","    0",",,7,0800","    0",",,7,0800","   39",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,,,"   17",",,7","   39",",,7",,,,,"   28",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   51",",,7,0800","   23",",,7,0800","   25",",,7,0800","   33",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00128723","2019-01-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","   20",",,7,0800","   25",",,7,0800","   11",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,"  -83",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00128723","2019-01-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","   44",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,,,"    0",",,7","   22",",,7",,,,,"   11",",I,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  292",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800",,,,,,,"   56",",I,7",,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00128723","2019-01-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -11",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00128723","2019-01-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -11",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,," -139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00128723","2019-01-26","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,,,,,"  -17",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,,,,,,,"    0",",,7",,,,,,,"   11",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,,,"  -17",",,7","  -50",",,7",,,,,"   -6",",,7","   11",",,7",,,,,,,,,,,,,,
"USC00128723","2019-01-29","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0800",,,,,,,"   -6",",,7","    0",",,7",,,,,"   11",",,7","   17",",,7",,,,,,,,,,,"    1",",,7",,
"USC00128723","2019-02-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -56",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,,,,,"  -11",",,7","   72",",I,7",,,,,"    0",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   46",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,,,,"  -22",",,7","    0",",,7",,,,,"  -17",",,7","   17",",I,7","    1",",,7",,,,,,,,,,,,
"USC00128723","2019-02-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7",,,,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,,,"  -17",",,7","  -17",",,7",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7",,,,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,,,"    0",",,7","   -6",",,7",,,,,"   11",",I,7","    6",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,,,"   22",",I,7","   -6",",,7",,,,,"   33",",,7","    6",",,7","    1",",,7",,,,,,,,,,,,
"USC00128723","2019-02-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  318",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,,,,"   17",",,7","    6",",,7",,,,,"   33",",,7","   17",",I,7",,,,,,,,,,,,,,
"USC00128723","2019-02-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  152",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,"  117",",,7,0800",,,,,,,"   33",",,7","   28",",I,7",,,,,"   44",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  156",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800",,,,,,,"   61",",I,7","   50",",,7",,,,,"   67",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    3",",,7,0800","   25",",,7,0800","   17",",,7","  -72",",,7",,,"    3",",,7",,,,,,,"  236",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,"    0",",,7","   33",",I,7",,,,,"   17",",I,7","   50",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,,,"    6",",,7","   11",",,7",,,,,"   22",",,7","   17",",I,7",,,,,,,,,,,,,,
"USC00128723","2019-02-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  152",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,,,"    0",",,7","   11",",,7",,,,,"    6",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,,,"   -6",",,7","    6",",,7",,,,,"   11",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   61",",,7,0800",,,,,,,"   -6",",,7","    0",",,7",,,,,"   22",",I,7","   11",",I,7",,,,,,,,,,,,,,
"USC00128723","2019-02-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0800",,,,,,,"   44",",I,7","   28",",I,7",,,,,"   50",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-18","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  139",",,7","  -72",",,7",,,"    3",",,7",,,,,,,"   13",",,7",,,,,,,,,"   -6",",,7,0800",,,,,,,"  -11",",,7","   11",",,7",,,,,"   22",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-19","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,,,"    6",",,7","   28",",I,7",,,,,"   22",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2019-02-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,,,,"   -6",",,7","   11",",,7",,,,,"   17",",,7","   17",",I,7",,,,,,,,,,,,,,
"USC00128723","2019-02-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,,,"   11",",,7","   17",",,7",,,,,"   17",",I,7","   22",",,7",,,,,,,,,,,,,,
