"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00128723","2017-11-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,,,"  122",",I,7","  128",",,7",,,,,"  133",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,0800",,,,,,,"  100",",,7","  117",",,7",,,,,"  111",",I,7","  122",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  150",",,7",,,,,"    2",",,7",,,,,,,"    0",",,7",,,,,,,,,"   50",",,7,0800",,,,,,,"   67",",,7","   94",",,7",,,,,"   78",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,,,"   61",",,7","   89",",,7",,,,,"   72",",I,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"   89",",I,7","  100",",,7",,,,,"   94",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  104",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,"   78",",,7,0800",,,,,,,"   78",",,7","   89",",,7",,,,,"  100",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  128",",,7","   33",",,7",,,"    2",",,7",,,,,,,"   10",",,7",,,,,,,,,"   39",",,7,0800",,,,,,,"   94",",,7","   89",",,7",,,,,"  106",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-18","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,,,"  100",",,7","   94",",,7",,,,,"  111",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-19","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  112",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,,,"  100",",I,7","  111",",I,7",,,,,"  111",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,,,"   61",",,7","   89",",,7",,,,,"   72",",I,7","   94",",I,7",,,,,,,,,,,,,,
"USC00128723","2017-11-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  128",",,7","  -44",",,7",,,"    2",",,7",,,,,,,"    0",",,7",,,,,,,,,"  -22",",,7,0800",,,,,,,,,"   89",",I,7",,,,,,,"  100",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,,,"   44",",,7","   72",",,7",,,,,"   61",",,7","   78",",I,7",,,,,,,,,,,,,,
"USC00128723","2017-11-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"   61",",,7","   67",",,7",,,,,"   72",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,,,"   72",",,7","   72",",,7",,,,,"   83",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,,,,"   44",",,7","   67",",,7",,,,,"   94",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,,,"   89",",,7","   83",",,7",,,,,"  111",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-29","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"   67",",,7","   83",",,7",,,,,"  111",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2017-11-30","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,,,,"   94",",,7","   89",",,7",,,,,"  106",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,,,"  111",",I,7","   94",",,7",,,,,"  122",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,,,,"   72",",,7","   78",",,7",,,,,"   83",",I,7","   89",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0800",,,,,,,"   78",",,7","   78",",,7",,,,,"   83",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,"   72",",,7","   72",",,7",,,,,"   83",",,7","   83",",I,7",,,,,,,,,,,,,,
"USC00128723","2017-12-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,,,"   89",",I,7","   94",",I,7",,,,,"   94",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,,,"   22",",,7","   56",",,7",,,,,"   50",",I,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0800",,,,,,,"   67",",,7","   89",",,7",,,,,"   83",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800",,,,,"   67",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800",,,,,,,"    6",",,7","   28",",,7",,,,,"   17",",I,7","   39",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800",,,"  111",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,,,"   28",",I,7","   33",",,7",,,,,"   39",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00128723","2017-12-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800",,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,,,"   17",",,7","   28",",,7",,,,,"   33",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","   18",",,7,0800","   76",",,7,0800","    0",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,," -133",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00128723","2018-01-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   25",",,7,0800","    3",",,7,0800","   76",",,7,0800"," -122",",,7"," -239",",,7",,,,,,,,,,,,,,,,,,,,," -172",",,7,0800",,,,,,,"    0",",,7","   22",",,7",,,,,"   11",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-18","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","   76",",,7,0800","  -50",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0800",,,,,,,"   11",",,7","   39",",,7",,,,,"   39",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-19","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","   51",",,7,0800","   11",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,,,"   22",",I,7","   28",",,7",,,,,"   39",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,,,"  -17",",,7","   39",",I,7",,,,,"   -6",",I,7","   50",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"    0",",,7","   11",",,7",,,,,"   22",",,7","   22",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-01-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  127",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,,,,,,"   17",",,7","   22",",,7",,,,,"   28",",I,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,,,"   44",",I,7","   39",",,7",,,,,"   50",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,,,"   22",",,7","   78",",I,7",,,,,"   44",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,,,,"    6",",,7","   22",",,7",,,,,"   17",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-26","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"   22",",,7","   17",",,7",,,,,"   33",",I,7","   28",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-01-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,"   89",",,7,0800",,,,,,,"   44",",I,7","   39",",I,7",,,,,"   56",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"  139",",,7,0800",,,,,,,"   39",",,7","   39",",,7",,,,,"   67",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-29","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,,,"   56",",I,7","   50",",I,7",,,,,"   67",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00128723","2018-01-30","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,,,"   11",",,7","   17",",,7",,,,,"   22",",I,7","   33",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-01-31","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,,,"    0",",,7","   17",",,7",,,,,"   11",",I,7","   28",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,"   28",",,7,0800",,,,,,,"   22",",I,7","   22",",,7",,,,,"   33",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0800",,,,,,,"   17",",,7","   28",",,7",,,,,"   33",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    6",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,,,"    0",",,7","   11",",I,7",,,,,"   17",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,,,"  -11",",,7","  -17",",,7",,,,,"    0",",,7","   -6",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-02-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   18",",,7,0800","   13",",,7,0800","   25",",,7,0800","   56",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0800",,,,,,,"  -11",",,7","   11",",,7",,,,,"    0",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","  -11",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0800",,,,,,,"   -6",",,7","   11",",,7",,,,,"    6",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -17",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800",,,,,,,"  -17",",,7","    6",",,7",,,,,"    0",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"   -6",",,7","    6",",,7",,,,,"    0",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  128",",,7",,,,,"    2",",,7",,,,,,,"    0","T,,7",,,,,,,,,"  -33",",,7,0800",,,,,,,,,"   17",",,7",,,,,,,"   33",",,7",,,,,,,,,"    1",",,7",,,,
"USC00128723","2018-02-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -11",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0800",,,,,,,"    6",",,7","   17",",,7",,,,,"   22",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,,,"  -11",",,7","   11",",,7",,,,,"    0",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,,,"    0",",,7","   11",",,7",,,,,"   11",",I,7","   22",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-02-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,,,"   61",",I,7","   56",",I,7",,,,,"   67",",,7","   61",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-02-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,,,,"   67",",,7","   78",",I,7",,,,,"  100",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,Z,0800","    0","T,,Z,0800","    0",",,7,0800",,," -128",",,7",,,,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,,,"   89",",,7","   89",",,7",,,,,"  100",",,7","   94",",,7",,,,,,,,,,,,,"    1",",,Z"
"USC00128723","2018-02-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  206",",,7",,,,,"    3",",,7",,,,,,,"  114",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,"   94",",,7","   94",",,7",,,,,"  106",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"  -61",",,7",,,,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,,,,"  128",",I,7","  111",",I,7",,,,,"  139",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  224",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"   56",",,7,0800",,,,,,,"   56",",,7","   83",",,7",,,,,"   83",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,,,,"   56",",,7","   72",",,7",,,,,"   67",",I,7","   83",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   36",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,,,"   78",",I,7","   78",",,7",,,,,"   83",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   97",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"   67",",,7","   78",",,7",,,,,"  100",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-26","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"   11",",,7,0800",,,,,,,"   94",",,7","   89",",,7",,,,,"  100",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,,,"   89",",,7","   83",",,7",,,,,"  100",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00128723","2018-02-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800",,,,,,,"   94",",,7","   89",",,7",,,,,"  106",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00128723","2018-03-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"   89",",,7","   94",",,7",,,,,"  106",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00128723","2018-03-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,,,,"   94",",,7","  100",",,7",,,,,"  106",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00128723","2018-03-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,"   94",",,7,0800",,,,,,,"   28",",,7","   61",",,7",,,,,"   94",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2018-03-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,"   89",",,7,0800",,,,,,,"   17",",,7","   56",",,7",,,,,"   94",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2018-03-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800",,,,,,,"   94",",I,7","   89",",I,7",,,,,"  106",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00128723","2018-03-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800",,,,,,,"   44",",,7","   61",",,7",,,,,"   56",",I,7","   72",",I,7",,,,,,,,,,,,,,
